"","ID","AGE","GENDER","RACE","ArrestTime","Hour","Month","Weekday","OFFENSE","Code","ShortCode"
"262",2271,19,"M","B","2016-10-19T14:17:00","14","十月","星期三","13(a)(30) Possession w","13(a)","13(a)"
"264",2271,19,"M","B","2016-10-19T14:17:00","14","十月","星期三","13(a)(32) Paraphernalia - Use or Possession","13(a)","13(a)"
"266",4115,15,"M","B","2017-01-06T13:20:00","13","一月","星期五","13(a)(31) Marijuana: Possession Small Amount","13(a)","13(a)"
"271",4411,13,"M","B","2017-01-10T19:20:00","19","一月","星期二","2709(a)(1) Harassment by Physical Contact, or Attempts or Threats ","2709","27"
"272",4411,13,"M","B","2017-01-10T19:20:00","19","一月","星期二","2709(a.1)(1)(ii) Cyber Harassment Of A Child Through An Electronic Social Media Service: Threat To Inflict Harm","2709","27"
"274",4414,15,"F","B","2017-01-11T13:00:00","13","一月","星期三","5503(a)(4) DISORDERLY CONDUCT - HAZARDOUS","5503","55"
"277",6784,21,"M","B","2017-03-21T16:03:00","16","三月","星期二","13(a)(16) Possession of Controlled Substance ","13(a)","13(a)"
"278",6784,21,"M","B","2017-03-21T16:03:00","16","三月","星期二","13(a)(30) Possession w","13(a)","13(a)"
"284",4418,15,"F","B","2017-01-11T22:00:00","22","一月","星期三","2701(a)(1) Simple Assault - Intent., Know., Reckless.Cause Bod. Injury","2701","27"
"287",4420,16,"F","H","2017-01-21T19:55:00","19","一月","星期六","2701(a)(1) Simple Assault - Intent., Know., Reckless.Cause Bod. Injury","2701","27"
"289",6788,20,"M","B","2017-03-19T18:59:00","18","三月","星期日","13(a)(31) Marijuana: Possession Small Amount","13(a)","13(a)"
"291",4686,19,"M","B","2017-01-17T15:35:00","15","一月","星期二","13(a)(30) Possession w","13(a)","13(a)"
"293",4686,19,"M","B","2017-01-17T15:35:00","15","一月","星期二","13(a)(32) Paraphernalia - Use or Possession ","13(a)","13(a)"
"295",4686,19,"M","B","2017-01-17T15:35:00","15","一月","星期二","13(a)(30)* Delivery of Controlled Substance","13(a)","13(a)"
"297",6522,19,"M","W","2017-03-14T22:05:00","22","三月","星期二","13(a)(30) Possession w","13(a)","13(a)"
"299",6522,19,"M","W","2017-03-14T22:05:00","22","三月","星期二","13(a)(32) Paraphernalia - Use or Possession","13(a)","13(a)"
"304",3910,18,"M","B","2016-12-22T16:31:00","16","十二月","星期四","13(a)(31) Marijuana: Possession Small Amount","13(a)","13(a)"
"310",3877,17,"M","B","2016-12-21T16:00:00","16","十二月","星期三","13(a)(16) Possession of Controlled Substance ","13(a)","13(a)"
"311",3877,17,"M","B","2016-12-21T16:00:00","16","十二月","星期三","13(a)(30) Possession w","13(a)","13(a)"
"317",4728,21,"M","W","2017-01-29T12:00:00","12","一月","星期日","13(a)(16) Possession of Controlled Substance ","13(a)","13(a)"
"318",4728,21,"M","W","2017-01-29T12:00:00","12","一月","星期日","13(a)(19) Purchase from Unauthorized Seller ","13(a)","13(a)"
"319",4728,21,"M","W","2017-01-29T12:00:00","12","一月","星期日","13(a)(30) Possession w","13(a)","13(a)"
"321",4728,21,"M","W","2017-01-29T12:00:00","12","一月","星期日","13(a)(32) Paraphernalia - Use or Possession ","13(a)","13(a)"
"322",4728,21,"M","W","2017-01-29T12:00:00","12","一月","星期日","13(a)(31) Marijuana: Possession Small Amount","13(a)","13(a)"
"324",4098,21,"M","B","2016-12-30T00:40:00","0","十二月","星期五","13(a)(31) Marijuana: Possession Small Amount","13(a)","13(a)"
"329",3810,18,"F","B","2016-12-13T22:20:00","22","十二月","星期二","13(a)(16) Possession of Controlled Substance","13(a)","13(a)"
"333",6810,17,"M","B","2017-03-24T18:40:00","18","三月","星期五","2701(a)(3) Simple Assault - Attempts by Physical Menace ","2701","27"
"335",4744,20,"M","B","2017-01-18T18:18:00","18","一月","星期三","13(a)(31) Marijuana: Possession Small Amount","13(a)","13(a)"
"338",4747,19,"M","B","2017-01-18T14:14:00","14","一月","星期三","13(a)(16) Possession of Controlled Substance ","13(a)","13(a)"
"339",4747,19,"M","B","2017-01-18T14:14:00","14","一月","星期三","13(a)(30) Possession w","13(a)","13(a)"
"343",1977,17,"F","W","2016-10-13T17:52:00","17","十月","星期四","13(a)(16) Possession of Controlled Substance ","13(a)","13(a)"
"344",1977,17,"F","W","2016-10-13T17:52:00","17","十月","星期四","13(a)(32) Paraphernalia - Use or Possession ","13(a)","13(a)"
"345",1977,17,"F","W","2016-10-13T17:52:00","17","十月","星期四","3503(b)(1)(ii) Defiant Trespass Notice Posted by Sign(s)","3503","35"
"348",4447,17,"M","B","2017-01-21T02:30:00","2","一月","星期六","6105(c)(9) Persons Not To Possess Use Manuf, Control Firearm","6105","61"
"359",1996,18,"M","B","2016-10-12T11:34:00","11","十月","星期三","13(a)(16) Possession of Controlled Substance ","13(a)","13(a)"
"360",1996,18,"M","B","2016-10-12T11:34:00","11","十月","星期三","13(a)(30) Possession w","13(a)","13(a)"
"363",3795,20,"F","W","2016-12-16T20:15:00","20","十二月","星期五","13(a)(32) Paraphernalia - Use or Possession","13(a)","13(a)"
"365",4746,19,"M","B","2017-01-18T14:14:00","14","一月","星期三","13(a)(16) Possession of Controlled Substance ","13(a)","13(a)"
"366",4746,19,"M","B","2017-01-18T14:14:00","14","一月","星期三","13(a)(30) Possession w","13(a)","13(a)"
"370",6829,18,"F","B","2017-03-24T17:08:00","17","三月","星期五","13(a)(31) Marijuana: Possession Small Amount","13(a)","13(a)"
"372",5783,19,"M","B","2017-02-18T13:20:00","13","二月","星期六","13(a)(30) Possession w","13(a)","13(a)"
"374",5783,19,"M","B","2017-02-18T13:20:00","13","二月","星期六","13(a)(32) Paraphernalia - Use or Possession","13(a)","13(a)"
"376",1281,14,"M","B","2016-09-28T20:10:00","20","九月","星期三","13(a)(16) Possession of Controlled Substance ","13(a)","13(a)"
"377",1281,14,"M","B","2016-09-28T20:10:00","20","九月","星期三","13(a)(30)* Delivery of Controlled Substance","13(a)","13(a)"
"389",3100,10,"M","B","2016-11-18T08:02:00","8","十一月","星期五","5503(a)(4) DISORDERLY CONDUCT - HAZARDOUS","5503","55"
"392",2321,20,"F","B","2016-11-07T16:00:00","16","十一月","星期一","2709(a)(4) Harassment Communicates Prohibited Acts","2709","27"
"399",4104,20,"M","W","2016-12-24T18:42:00","18","十二月","星期六","13(a)(32) Paraphernalia - Use or Possession ","13(a)","13(a)"
"400",4104,20,"M","W","2016-12-24T18:42:00","18","十二月","星期六","13(a)(31) Marijuana: Possession Small Amount","13(a)","13(a)"
"411",2335,21,"M","W","2016-10-17T21:15:00","21","十月","星期一","13(a)(30) Possession w","13(a)","13(a)"
"413",2335,21,"M","W","2016-10-17T21:15:00","21","十月","星期一","13(a)(30)* Delivery of Controlled Substance","13(a)","13(a)"
"416",4511,20,"M","W","2017-01-08T22:05:00","22","一月","星期日","3802(a)(1) DUI - General Impairment ","3802","38"
"417",4511,20,"M","W","2017-01-08T22:05:00","22","一月","星期日","3802(c) DUI - Highest Rate of Alcohol - BAC >= .16% ","3802","38"
"418",4511,20,"M","W","2017-01-08T22:05:00","22","一月","星期日","3802(e) DUI - Minors - BAC >=.02%","3802","38"
"420",6105,21,"F","B","2017-03-06T12:45:00","12","三月","星期一","4105(a)(1) Bad Checks","4105","41"
"424",6707,19,"M","B","2017-03-21T20:57:00","20","三月","星期二","2701(a)(1) Simple Assault - Intent., Know., Reckless.Cause Bod. Injury ","2701","27"
"425",6707,19,"M","B","2017-03-21T20:57:00","20","三月","星期二","5503(a)(1) DISORDERLY CONDUCT - ENGAGE IN FIGHTING ","5503","55"
"426",6707,19,"M","B","2017-03-21T20:57:00","20","三月","星期二","5503(a)(3) DISORDERLY CONDUCT - OBSCENE LANG","5503","55"
"429",2337,20,"M","W","2016-10-17T21:45:00","21","十月","星期一","13(a)(16) Possession of Controlled Substance ","13(a)","13(a)"
"430",2337,20,"M","W","2016-10-17T21:45:00","21","十月","星期一","13(a)(16) Possession of Controlled Substance ","13(a)","13(a)"
"431",2337,20,"M","W","2016-10-17T21:45:00","21","十月","星期一","13(a)(30) Possession w","13(a)","13(a)"
"433",2337,20,"M","W","2016-10-17T21:45:00","21","十月","星期一","13(a)(30)* Delivery of Controlled Substance","13(a)","13(a)"
"441",6469,21,"M","W","2017-03-11T21:22:00","21","三月","星期六","3802(c) DUI - Highest Rate of Alcohol - BAC >= .16%","3802","38"
"453",2352,19,"M","B","2016-10-26T07:30:00","7","十月","星期三","13(a)(30) Possession w","13(a)","13(a)"
"455",2352,19,"M","B","2016-10-26T07:30:00","7","十月","星期三","13(a)(32) Paraphernalia - Use or Possession ","13(a)","13(a)"
"460",4520,20,"M","B","2017-01-11T14:36:00","14","一月","星期三","6105(a)(1) Persons not to possess, use, manufacture, control, sell or transfer firearms: Former Convict enumerated in subsection (b) ","6105","61"
"462",4520,20,"M","B","2017-01-11T14:36:00","14","一月","星期三","6105(c)(9) Persons Not To Possess Use Manuf, Control Firearm","6105","61"
"469",2071,16,"F","B","2016-10-29T18:26:00","18","十月","星期六","13(a)(31) Marijuana: Possession Small Amount ","13(a)","13(a)"
"470",2071,16,"F","B","2016-10-29T18:26:00","18","十月","星期六","3503(b)(1)(ii) Defiant Trespass Notice Posted by Sign(s)","3503","35"
"472",2587,13,"M","U","2016-11-08T14:00:00","14","十一月","星期二","2701(a)(1) Simple Assault - Intent., Know., Reckless.Cause Bod. Injury ","2701","27"
"473",2587,13,"M","U","2016-11-08T14:00:00","14","十一月","星期二","5503(a)(4) DISORDERLY CONDUCT - HAZARDOUS","5503","55"
"476",6479,21,"M","B","2017-03-05T09:03:00","9","三月","星期日","2701(a)(3) Simple Assault - Attempts by Physical Menace ","2701","27"
"483",2073,20,"M","B","2016-10-11T19:30:00","19","十月","星期二","6105(a)(1) Persons not to possess, use, manufacture, control, sell or transfer firearms: Former Convict enumerated in subsection (b) ","6105","61"
"495",4934,10,"M","B","2017-01-25T15:30:00","15","一月","星期三","2701(a)(1) Simple Assault - Intent., Know., Reckless.Cause Bod. Injury ","2701","27"
"496",4934,10,"M","B","2017-01-25T15:30:00","15","一月","星期三","5503(a)(4) DISORDERLY CONDUCT - HAZARDOUS","5503","55"
"499",2356,21,"M","B","2016-10-29T01:10:00","1","十月","星期六","13(a)(31) Marijuana: Possession Small Amount ","13(a)","13(a)"
"500",2356,21,"M","B","2016-10-29T01:10:00","1","十月","星期六","5503(a)(1) DISORDERLY CONDUCT - ENGAGE IN FIGHTING","5503","55"
"513",4950,20,"M","B","2017-01-24T20:10:00","20","一月","星期二","6105(a)(1) Persons not to possess, use, manufacture, control, sell or transfer firearms: Former Convict enumerated in subsection (b) ","6105","61"
"514",4950,20,"M","B","2017-01-24T20:10:00","20","一月","星期二","13(a)(16) Possession of Controlled Substance ","13(a)","13(a)"
"515",4950,20,"M","B","2017-01-24T20:10:00","20","一月","星期二","13(a)(30) Possession w","13(a)","13(a)"
"517",4950,20,"M","B","2017-01-24T20:10:00","20","一月","星期二","13(a)(32) Paraphernalia - Use or Possession","13(a)","13(a)"
"519",4957,20,"M","B","2017-01-24T17:33:00","17","一月","星期二","13(a)(31) Marijuana: Possession Small Amount","13(a)","13(a)"
"523",4879,21,"M","W","2017-01-18T21:48:00","21","一月","星期三","13(a)(31)(i) Marijuana - Possess Small Amt for Personal Use","13(a)","13(a)"
"526",4991,19,"F","W","2017-01-29T21:00:00","21","一月","星期日","2701(a)(3) Simple Assault - Attempts by Physical Menace  ","2701","27"
"527",4991,19,"F","W","2017-01-29T21:00:00","21","一月","星期日","3304(a)(2) CRIMINAL MISCHIEF- Tamper With Property (So As To Endanger Person or Property)","3304","33"
"533",10,14,"M","B","2016-08-23T13:36:00","13","八月","星期二","3123(a)(6) IDSI with person less than 13 years of age ","3123","31"
"534",10,14,"M","B","2016-08-23T13:36:00","13","八月","星期二","3126(a)(7) Indecent assault of person under 13","3126","31"
"540",4213,21,"M","W","2017-01-01T00:28:00","0","一月","星期日","5503(a)(1) DISORDERLY CONDUCT - ENGAGE IN FIGHTING","5503","55"
"545",3913,18,"M","B","2016-12-23T01:16:00","1","十二月","星期五","13(a)(32) Paraphernalia - Use or Possession","13(a)","13(a)"
"548",6725,21,"M","W","2017-03-19T01:20:00","1","三月","星期日","3503(b)(1)(ii) Defiant Trespass Notice Posted by Sign(s)","3503","35"
"551",4999,20,"M","B","2017-01-29T23:30:00","23","一月","星期日","13(a)(31) Marijuana: Possession Small Amount","13(a)","13(a)"
"553",2375,15,"M","B","2016-11-08T10:30:00","10","十一月","星期二","3921(a) Theft by Unlawful Taking or Disposition - Movable item","3921","39"
"556",22,14,"M","W","2016-09-13T10:40:00","10","九月","星期二","2709(a)(1) Harassment by Physical Contact, or Attempts or Threats ","2709","27"
"557",22,14,"M","W","2016-09-13T10:40:00","10","九月","星期二","3304(a)(5) CRIMINAL MISCHIEF - Intentionally Damages Real Or Personal Property Of Another","3304","33"
"559",2376,14,"M","B","2016-11-08T10:30:00","10","十一月","星期二","3921(a) Theft by Unlawful Taking or Disposition - Movable item","3921","39"
"561",2377,15,"M","B","2016-11-08T10:30:00","10","十一月","星期二","3921(a) Theft by Unlawful Taking or Disposition - Movable item","3921","39"
"571",26,15,"M","B","2016-08-31T21:29:00","21","八月","星期三","2701(a)(3) Simple Assault - Attempts by Physical Menace  ","2701","27"
"572",26,15,"M","B","2016-08-31T21:29:00","21","八月","星期三","6105(c)(9) Persons Not To Possess Use Manuf, Control Firearm","6105","61"
"576",2378,16,"M","B","2016-11-01T08:00:00","8","十一月","星期二","5503(a)(4) DISORDERLY CONDUCT - HAZARDOUS","5503","55"
"582",28,18,"M","B","2016-08-02T13:45:00","13","八月","星期二","6105(a)(1) Persons not to possess, use, manufacture, control, sell or transfer firearms: Former Convict enumerated in subsection (b) ","6105","61"
"593",2383,18,"M","B","2016-10-26T22:30:00","22","十月","星期三","13(a)(31) Marijuana: Possession Small Amount","13(a)","13(a)"
"609",5056,21,"M","B","2017-01-31T18:38:00","18","一月","星期二","13(a)(32) Paraphernalia - Use or Possession ","13(a)","13(a)"
"610",5056,21,"M","B","2017-01-31T18:38:00","18","一月","星期二","13(a)(31) Marijuana: Possession Small Amount","13(a)","13(a)"
"619",4112,11,"F","B","2016-12-20T15:08:00","15","十二月","星期二","2709(a)(4) Harassment Communicates Prohibited Acts ","2709","27"
"620",4112,11,"F","B","2016-12-20T15:08:00","15","十二月","星期二","5503(a)(4) DISORDERLY CONDUCT - HAZARDOUS","5503","55"
"623",62,15,"F","H","2016-08-31T13:30:00","13","八月","星期三","3304(a)(5) CRIMINAL MISCHIEF - Intentionally Damages Real Or Personal Property Of Another","3304","33"
"625",6765,16,"M","B","2017-03-20T17:55:00","17","三月","星期一","2701(a)(1) Simple Assault - Intent., Know., Reckless.Cause Bod. Injury","2701","27"
"634",4116,16,"F","O","2016-12-27T07:49:00","7","十二月","星期二","5503(a)(1) DISORDERLY CONDUCT - ENGAGE IN FIGHTING","5503","55"
"640",84,19,"M","B","2016-08-14T02:15:00","2","八月","星期日","13(a)(32) Paraphernalia - Use or Possession ","13(a)","13(a)"
"641",84,19,"M","B","2016-08-14T02:15:00","2","八月","星期日","13(a)(31) Marijuana: Possession Small Amount","13(a)","13(a)"
"646",94,16,"M","B","2016-09-01T23:22:00","23","九月","星期四","13(a)(31) Marijuana: Possession Small Amount ","13(a)","13(a)"
"651",6772,15,"F","O","2017-03-02T13:30:00","13","三月","星期四","5503(a)(1) DISORDERLY CONDUCT - ENGAGE IN FIGHTING ","5503","55"
"652",6772,15,"F","O","2017-03-02T13:30:00","13","三月","星期四","5503(a)(4) DISORDERLY CONDUCT - HAZARDOUS","5503","55"
"663",120,21,"M","W","2016-08-05T00:12:00","0","八月","星期五","13(a)(16) Possession of Controlled Substance","13(a)","13(a)"
"665",4576,17,"M","B","2017-01-28T17:00:00","17","一月","星期六","13(a)(16) Possession of Controlled Substance ","13(a)","13(a)"
"666",4576,17,"M","B","2017-01-28T17:00:00","17","一月","星期六","13(a)(31) Marijuana: Possession Small Amount ","13(a)","13(a)"
"673",2390,21,"M","B","2016-10-28T13:30:00","13","十月","星期五","6105(a)(1) Persons not to possess, use, manufacture, control, sell or transfer firearms: Former Convict enumerated in subsection (b) ","6105","61"
"675",2390,21,"M","B","2016-10-28T13:30:00","13","十月","星期五","13(a)(16) Possession of Controlled Substance ","13(a)","13(a)"
"676",2390,21,"M","B","2016-10-28T13:30:00","13","十月","星期五","13(a)(16) Possession of Controlled Substance ","13(a)","13(a)"
"677",2390,21,"M","B","2016-10-28T13:30:00","13","十月","星期五","13(a)(30) Possession w","13(a)","13(a)"
"679",2390,21,"M","B","2016-10-28T13:30:00","13","十月","星期五","13(a)(30) Possession w","13(a)","13(a)"
"682",2392,10,"M","B","2016-11-04T13:28:00","13","十一月","星期五","5503(a)(4) DISORDERLY CONDUCT - HAZARDOUS","5503","55"
"688",4579,21,"M","W","2017-01-13T23:31:00","23","一月","星期五","13(a)(31) Marijuana: Possession Small Amount","13(a)","13(a)"
"695",2394,19,"M","W","2016-10-29T00:36:00","0","十月","星期六","6308(a) Underage Purchase, Consume, Possessed or Transport Liquor ","6308","63"
"698",2399,16,"F","B","2016-11-08T14:58:00","14","十一月","星期二","5503(a)(4) DISORDERLY CONDUCT - HAZARDOUS","5503","55"
"703",2398,14,"M","B","2016-11-01T11:06:00","11","十一月","星期二","5503(a)(4) DISORDERLY CONDUCT - HAZARDOUS","5503","55"
"718",198,20,"M","B","2016-08-09T15:46:00","15","八月","星期二","13(a)(30) Possession w","13(a)","13(a)"
