"","ID","AGE","GENDER","RACE","ArrestTime","OFFENSE","Hour","Month","Weekday","Teen","Code","ShortCode"
"430",1544,20,"M","W","2016-10-01T16:30:00","493(1) Furnishing Liquor/Malt to Intox.Persons/Minors.Etc. / 6310.1 Selling Liquor to Minors / 601.19 Social Host and Underage Drinking","16","October","Saturday",1,"493","4"
"449",317,35,"M","W","2016-07-16T17:11:00","13(a)(16) Possession of Controlled Substance / 13(a)(32) Paraphernalia - Use or Possession","17","July","Saturday",0,"13(a)","13(a)"
"454",1559,61,"M","W","2016-09-29T20:50:00","13(a)(16) Possession of Controlled Substance / 13(a)(32) Paraphernalia - Use or Possession","20","September","Thursday",0,"13(a)","13(a)"
"459",4403,32,"M","W","2017-01-12T17:25:00","2701(a)(3) Simple Assault - Attempts by Physical Menace ","17","January","Thursday",0,"2701","27"
"462",3279,22,"F","W","2016-11-26T11:37:00","2701(a)(1) Simple Assault - Intent., Know., Reckless.Cause Bod. Injury","11","November","Saturday",0,"2701","27"
"465",3806,29,"M","B","2016-12-13T18:44:00","13(a)(32) Paraphernalia - Use or Possession / 3503.B1I DEF. TRESPASS ACTUAL COMMUNICATION","18","December","Tuesday",0,"13(a)","13(a)"
"467",2264,32,"M","H","2016-10-23T06:20:00","2701(a)(1) Simple Assault - Intent., Know., Reckless.Cause Bod. Injury","6","October","Sunday",0,"2701","27"
"469",2265,53,"M","B","2016-10-23T10:56:00","13(a)(16) Possession of Controlled Substance / 13(a)(30)* Delivery of Controlled Substance","10","October","Sunday",0,"13(a)","13(a)"
"470",2284,37,"M","B","2016-11-02T22:00:00","2701(a)(3) Simple Assault - Attempts by Physical Menace ","22","November","Wednesday",0,"2701","27"
"473",4405,34,"M","W","2017-01-07T22:28:00","3929(a)(1) Retail Theft; takes possession of, carries away, or transfers displayed merchandise","22","January","Saturday",0,"3929","39"
"476",6059,33,"F","W","2017-02-27T16:30:00","4304(a)(1) Endangering Welfare of Children.","16","February","Monday",0,"4304","43"
"483",4408,20,"F","B","2017-01-07T22:45:00","13(a)(16) Possession of Controlled Substance / 13(a)(30) Possession w/ Intent to Del. Controlled Substance","22","January","Saturday",1,"13(a)","13(a)"
"487",6193,26,"M","B","2017-03-03T12:10:00","13(a)(16) Possession of Controlled Substance / 13(a)(30) Possession w/ Intent to Del. Controlled Substance","12","March","Friday",0,"13(a)","13(a)"
"491",2271,19,"M","B","2016-10-19T14:17:00","6105(a)(1) Persons not to possess, use, manufacture, control, sell or transfer firearms: Former Convict enumerated in subsection (b) / 13(a)(16) Possession of Controlled Substance / 13(a)(30) Possession w/ Intent to Del. Controlled Substance / 13(a)(32) Paraphernalia - Use or Possession","14","October","Wednesday",1,"6105","61"
"494",2291,29,"M","B","2016-10-25T16:34:00","13(a)(16) Possession of Controlled Substance","16","October","Tuesday",0,"13(a)","13(a)"
"496",4410,23,"F","W","2017-01-07T23:29:00","13(a)(16) Possession of Controlled Substance / 13(a)(32) Paraphernalia - Use or Possession","23","January","Saturday",0,"13(a)","13(a)"
"500",3663,22,"F","W","2016-12-07T15:50:00","2701(a)(1) Simple Assault - Intent., Know., Reckless.Cause Bod. Injury","15","December","Wednesday",0,"2701","27"
"506",3791,31,"F","W","2016-12-16T17:30:00","13(a)(32) Paraphernalia - Use or Possession","17","December","Friday",0,"13(a)","13(a)"
"510",2272,29,"M","B","2016-10-19T14:17:00","6105(a)(1) Persons not to possess, use, manufacture, control, sell or transfer firearms: Former Convict enumerated in subsection (b) / 13(a)(16) Possession of Controlled Substance / 13(a)(30) Possession w/ Intent to Del. Controlled Substance / 13(a)(32) Paraphernalia - Use or Possession","14","October","Wednesday",0,"6105","61"
"513",4679,34,"M","B","2017-01-13T15:51:00","6105(a)(1) Persons not to possess, use, manufacture, control, sell or transfer firearms: Former Convict enumerated in subsection (b) / 13(a)(16) Possession of Controlled Substance / 13(a)(30) Possession w/ Intent to Del. Controlled Substance / 13(a)(32) Paraphernalia - Use or Possession / 9501 Bench Warrant / 13(a)(31) Marijuana: Possession Small Amount","15","January","Friday",0,"6105","61"
"518",4686,19,"M","B","2017-01-17T15:35:00","13(a)(16) Possession of Controlled Substance / 13(a)(30) Possession w/ Intent to Del. Controlled Substance / 13(a)(32) Paraphernalia - Use or Possession / 7512 Criminal Use of Communication / 13(a)(30)* Delivery of Controlled Substance","15","January","Tuesday",1,"13(a)","13(a)"
"524",6522,19,"M","W","2017-03-14T22:05:00","13(a)(16) Possession of Controlled Substance / 13(a)(30) Possession w/ Intent to Del. Controlled Substance / 13(a)(32) Paraphernalia - Use or Possession","22","March","Tuesday",1,"13(a)","13(a)"
"525",2287,26,"M","B","2016-11-04T15:00:00","6105(a)(1) Persons not to possess, use, manufacture, control, sell or transfer firearms: Former Convict enumerated in subsection (b) / 2701(a)(3) Simple Assault - Attempts by Physical Menace ","15","November","Friday",0,"6105","61"
"534",4708,24,"M","W","2017-01-28T18:00:00","13(a)(32) Paraphernalia - Use or Possession / 4914 False Identification to Law Enforcement Authorities / 3503.B1I DEF. TRESPASS ACTUAL COMMUNICATION","18","January","Saturday",0,"13(a)","13(a)"
"537",6658,47,"F","B","2017-03-17T00:05:00","13(a)(32) Paraphernalia - Use or Possession / 13(a)(31) Marijuana: Possession Small Amount","0","March","Friday",0,"13(a)","13(a)"
"547",4424,55,"M","W","2017-01-06T19:13:00","2701(a)(1) Simple Assault - Intent., Know., Reckless.Cause Bod. Injury","19","January","Friday",0,"2701","27"
"552",4087,26,"F","B","2017-01-10T11:55:00","3921(a) Theft by Unlawful Taking or Disposition - Movable item","11","January","Tuesday",0,"3921","39"
"559",6665,58,"M","W","2017-03-20T08:25:00","2709(a)(2) Harassment by Following Person in Public Place(s) / 2709.1 Stalking Conduct or Repeatedly Acts Including Follows","8","March","Monday",0,"2709","27"
"570",2297,37,"M","B","2016-11-02T22:17:00","4304(a)(1) Endangering Welfare of Children. / 6105(a)(1) Persons not to possess, use, manufacture, control, sell or transfer firearms: Former Convict enumerated in subsection (b) / 6318 Unlawful Contact/Communication w/ Minor / 2701(a)(3) Simple Assault - Attempts by Physical Menace  / 3126(a)(1) Indecent assault without consent / 3126(a)(8) Indecent assault of person under 16 / 4958(b) Intimidation, Retaliation, Obstruction Child Abuse cases - (b) Retaliation","22","November","Wednesday",0,"4304","43"
"585",4096,43,"M","W","2016-12-30T13:55:00","13(a)(16) Possession of Controlled Substance / 13(a)(16) Possession of Controlled Substance / 13(a)(19) Purchase from Unauthorized Seller / 13(a)(32) Paraphernalia - Use or Possession","13","December","Friday",0,"13(a)","13(a)"
"595",4462,59,"M","B","2017-01-06T22:42:00","2701(a)(3) Simple Assault - Attempts by Physical Menace ","22","January","Friday",0,"2701","27"
"598",4097,31,"M","B","2017-01-07T13:10:00","13(a)(16) Possession of Controlled Substance / 13(a)(30)* Delivery of Controlled Substance","13","January","Saturday",0,"13(a)","13(a)"
"599",6822,16,"M","H","2017-03-17T08:00:00","13(a)(31) Marijuana: Possession Small Amount","8","March","Friday",1,"13(a)","13(a)"
"606",6678,36,"M","W","2017-03-22T17:05:00","13(a)(16) Possession of Controlled Substance / 9501 Bench Warrant / 5507(a) Obstructing highway, railroad or public passage / 602.04(b)(1) Panhandling-Hindrance to traffic","17","March","Wednesday",0,"13(a)","13(a)"
"615",3795,20,"F","W","2016-12-16T20:15:00","13(a)(16) Possession of Controlled Substance / 13(a)(32) Paraphernalia - Use or Possession","20","December","Friday",1,"13(a)","13(a)"
"624",6829,18,"F","B","2017-03-24T17:08:00","13(a)(32) Paraphernalia - Use or Possession / 13(a)(31) Marijuana: Possession Small Amount","17","March","Friday",1,"13(a)","13(a)"
"627",2308,36,"M","B","2016-11-04T22:00:00","4304(a)(1) Endangering Welfare of Children. / 1543 Driving While Operating Privilege is Suspended or Revoked. / 3323 Stop Signs and Yield Signs. / 13(a)(16) Possession of Controlled Substance / 13(a)(30) Possession w/ Intent to Del. Controlled Substance / 3733 Fleeing or Attempting to Elude Police Officer / 3736 Reckless Driving","22","November","Friday",0,"4304","43"
"632",1737,22,"M","B","2016-10-06T06:10:00","13(a)(16) Possession of Controlled Substance / 13(a)(30) Possession w/ Intent to Del. Controlled Substance / 13(a)(32) Paraphernalia - Use or Possession","6","October","Thursday",0,"13(a)","13(a)"
"640",6833,36,"F","W","2017-03-24T17:20:00","13(a)(16) Possession of Controlled Substance / 13(a)(32) Paraphernalia - Use or Possession","17","March","Friday",0,"13(a)","13(a)"
"642",2318,27,"M","W","2016-11-07T09:30:00","3503(a) Criminal Trespass","9","November","Monday",0,"3503","35"
"643",5925,32,"F","B","2017-02-25T14:02:00","13(a)(32) Paraphernalia - Use or Possession","14","February","Saturday",0,"13(a)","13(a)"
"645",6341,34,"M","W","2017-03-09T17:30:00","13(a)(32) Paraphernalia - Use or Possession / 9501 Bench Warrant / 13(a)(31) Marijuana: Possession Small Amount","17","March","Thursday",0,"13(a)","13(a)"
"647",6834,24,"F","W","2017-03-24T17:20:00","13(a)(16) Possession of Controlled Substance / 13(a)(32) Paraphernalia - Use or Possession","17","March","Friday",0,"13(a)","13(a)"
"650",4761,26,"F","W","2017-01-29T13:45:00","2709(a)(4) Harassment Communicates Prohibited Acts","13","January","Sunday",0,"2709","27"
"657",5783,19,"M","B","2017-02-18T13:20:00","13(a)(16) Possession of Controlled Substance / 13(a)(30) Possession w/ Intent to Del. Controlled Substance / 13(a)(32) Paraphernalia - Use or Possession","13","February","Saturday",1,"13(a)","13(a)"
"661",6504,35,"F","U","2017-03-15T08:00:00","3929(a)(1) Retail Theft; takes possession of, carries away, or transfers displayed merchandise","8","March","Wednesday",0,"3929","39"
"676",3642,63,"M","B","2016-12-10T20:32:00","3802(a)(1) DUI - General Impairment / 3802(b) DUI - High Rate of Alchol - BAC >=.10% <.16%","20","December","Saturday",0,"3802","38"
"677",3928,23,"F","B","2017-01-09T17:00:00","4304(a)(1) Endangering Welfare of Children. / 13(a)(16) Possession of Controlled Substance / 13(a)(32) Paraphernalia - Use or Possession","17","January","Monday",0,"4304","43"
"689",4828,42,"M","B","2017-01-25T01:16:00","4304(a)(1) Endangering Welfare of Children.","1","January","Wednesday",0,"4304","43"
"697",4848,30,"F","W","2017-01-14T19:53:00","5902(a)(1) Prostitution  / 5902(a)(2) Prostitution - Loitering for purpose of","19","January","Saturday",0,"5902","59"
"707",3100,10,"M","B","2016-11-18T08:02:00","2701(a)(1) Simple Assault - Intent., Know., Reckless.Cause Bod. Injury / 5503(a)(4) DISORDERLY CONDUCT - HAZARDOUS/PHYS. OFF","8","November","Friday",1,"2701","27"
"708",4398,24,"M","A","2017-01-07T19:00:00","13(a)(32) Paraphernalia - Use or Possession / 9501 Bench Warrant","19","January","Saturday",0,"13(a)","13(a)"
"710",4489,22,"F","O","2017-01-16T00:20:00","13(a)(31) Marijuana: Possession Small Amount","0","January","Monday",0,"13(a)","13(a)"
"712",4490,26,"M","H","2017-01-16T00:20:00","13(a)(31) Marijuana: Possession Small Amount","0","January","Monday",0,"13(a)","13(a)"
"714",6699,26,"M","B","2017-03-23T07:35:00","6105(a)(1) Persons not to possess, use, manufacture, control, sell or transfer firearms: Former Convict enumerated in subsection (b) / 6106 Firearms not to be Carried without a License.","7","March","Thursday",0,"6105","61"
"717",2323,36,"F","W","2016-11-06T19:11:00","4304(a)(1) Endangering Welfare of Children. / 13(a)(32) Paraphernalia - Use or Possession / 5503(a)(2) DISORDERLY CONDUCT - UNREASONABLE NOISE","19","November","Sunday",0,"4304","43"
"725",6842,36,"M","B","2017-03-14T13:01:00","13(a)(16) Possession of Controlled Substance / 13(a)(30) Possession w/ Intent to Del. Controlled Substance / 7512 Criminal Use of Communication / 13(a)(30)* Delivery of Controlled Substance","13","March","Tuesday",0,"13(a)","13(a)"
"747",4865,27,"M","B","2017-01-24T01:50:00","13(a)(16) Possession of Controlled Substance / 13(a)(30) Possession w/ Intent to Del. Controlled Substance","1","January","Tuesday",0,"13(a)","13(a)"
"753",4503,47,"F","B","2017-01-18T10:15:00","3304(a)(4) CRIMINAL MISCHIEF- Intentionally Damage Property (By Graffiti, Aerosol Spray Paint, Broad Tip Marker, or Similar) / 3304(a)(5) CRIMINAL MISCHIEF - Intentionally Damages Real Or Personal Property Of Another","10","January","Wednesday",0,"3304","33"
"754",4505,35,"M","B","2017-01-06T16:05:00","3503(b)(1)(iii) Defiant Trespass - Fencing or Other Enclosure","16","January","Friday",0,"3503","35"
"756",4150,20,"M","B","2016-12-14T20:40:00","13(a)(31) Marijuana: Possession Small Amount","20","December","Wednesday",1,"13(a)","13(a)"
"766",4888,29,"M","W","2017-01-19T18:18:00","4304(a)(1) Endangering Welfare of Children. / 1543 Driving While Operating Privilege is Suspended or Revoked. / 3323 Stop Signs and Yield Signs. / 13(a)(16) Possession of Controlled Substance / 13(a)(32) Paraphernalia - Use or Possession / 13(a)(31) Marijuana: Possession Small Amount","18","January","Thursday",0,"4304","43"
"771",2335,21,"M","W","2016-10-17T21:15:00","13(a)(16) Possession of Controlled Substance / 13(a)(30) Possession w/ Intent to Del. Controlled Substance / 13(a)(30)* Delivery of Controlled Substance","21","October","Monday",1,"13(a)","13(a)"
"774",528,26,"M","B","2016-09-18T03:37:00","3503(a) Criminal Trespass","3","September","Sunday",0,"3503","35"
"780",6105,21,"F","B","2017-03-06T12:45:00","2709(a) Harassment. / 4105(a)(1) Bad Checks","12","March","Monday",1,"2709","27"
"782",3973,48,"M","B","2016-12-29T16:35:00","13(a)(32) Paraphernalia - Use or Possession","16","December","Thursday",0,"13(a)","13(a)"
"788",2337,20,"M","W","2016-10-17T21:45:00","13(a)(16) Possession of Controlled Substance / 13(a)(16) Possession of Controlled Substance / 13(a)(16) Possession of Controlled Substance / 13(a)(30) Possession w/ Intent to Del. Controlled Substance / 13(a)(30)* Delivery of Controlled Substance","21","October","Monday",1,"13(a)","13(a)"
"793",555,21,"M","W","2016-08-05T11:30:00","13(a)(32) Paraphernalia - Use or Possession","11","August","Friday",1,"13(a)","13(a)"
"795",3974,36,"F","W","2016-12-20T21:30:00","5902(a)(1) Prostitution  / 13(a)(16) Possession of Controlled Substance / 13(a)(32) Paraphernalia - Use or Possession / 9501 Bench Warrant / 5902(a)(2) Prostitution - Loitering for purpose of","21","December","Tuesday",0,"5902","59"
"797",4911,30,"M","W","2017-01-27T15:22:00","4304(a)(1) Endangering Welfare of Children. / 13(a)(32) Paraphernalia - Use or Possession","15","January","Friday",0,"4304","43"
"799",4916,31,"F","W","2017-02-01T16:48:00","3921(a) Theft by Unlawful Taking or Disposition - Movable item","16","February","Wednesday",0,"3921","39"
"801",4518,22,"F","W","2017-01-11T13:56:00","13(a)(16) Possession of Controlled Substance / 13(a)(32) Paraphernalia - Use or Possession","13","January","Wednesday",0,"13(a)","13(a)"
"805",2579,58,"M","B","2016-11-02T13:30:00","13(a)(16) Possession of Controlled Substance / 13(a)(30) Possession w/ Intent to Del. Controlled Substance","13","November","Wednesday",0,"13(a)","13(a)"
"813",6469,21,"M","W","2017-03-11T21:22:00","3802(a)(1) DUI - General Impairment / 3802(c) DUI - Highest Rate of Alcohol - BAC >= .16%","21","March","Saturday",1,"3802","38"
"830",2348,33,"M","W","2016-10-24T23:20:00","13(a)(16) Possession of Controlled Substance / 13(a)(32) Paraphernalia - Use or Possession","23","October","Monday",0,"13(a)","13(a)"
"831",2349,26,"M","W","2016-10-24T23:20:00","13(a)(32) Paraphernalia - Use or Possession","23","October","Monday",0,"13(a)","13(a)"
"834",97,25,"F","B","2016-08-05T15:26:00","13(a)(16) Possession of Controlled Substance / 13(a)(32) Paraphernalia - Use or Possession","15","August","Friday",0,"13(a)","13(a)"
"836",567,19,"F","W","2016-08-29T01:40:00","13(a)(31) Marijuana: Possession Small Amount","1","August","Monday",1,"13(a)","13(a)"
"837",1165,19,"M","B","2016-09-09T13:30:00","13(a)(32) Paraphernalia - Use or Possession","13","September","Friday",1,"13(a)","13(a)"
"838",2352,19,"M","B","2016-10-26T07:30:00","13(a)(16) Possession of Controlled Substance / 13(a)(30) Possession w/ Intent to Del. Controlled Substance / 13(a)(32) Paraphernalia - Use or Possession / 9501 Bench Warrant","7","October","Wednesday",1,"13(a)","13(a)"
"846",4522,28,"M","W","2017-01-05T11:18:00","13(a)(32) Paraphernalia - Use or Possession","11","January","Thursday",0,"13(a)","13(a)"
"860",3926,39,"F","W","2017-01-09T16:10:00","4304(a)(1) Endangering Welfare of Children.","16","January","Monday",0,"4304","43"
"862",6861,19,"M","B","2017-03-28T15:15:00","6105(a)(1) Persons not to possess, use, manufacture, control, sell or transfer firearms: Former Convict enumerated in subsection (b) / 6106 Firearms not to be Carried without a License. / 6110.2 Possesion of Firearm with Altered Mfg. Number","15","March","Tuesday",1,"6105","61"
"870",6863,27,"M","A","2017-03-26T17:00:00","3304(a)(5) CRIMINAL MISCHIEF - Intentionally Damages Real Or Personal Property Of Another","17","March","Sunday",0,"3304","33"
"879",1807,27,"M","W","2016-10-07T16:04:00","13(a)(16) Possession of Controlled Substance","16","October","Friday",0,"13(a)","13(a)"
"881",4866,28,"F","B","2017-01-22T03:15:00","3802(a)(1) DUI - General Impairment","3","January","Sunday",0,"3802","38"
"897",4989,33,"M","W","2017-01-24T03:37:00","2701(a)(1) Simple Assault - Intent., Know., Reckless.Cause Bod. Injury","3","January","Tuesday",0,"2701","27"
"901",2367,30,"M","B","2016-10-26T19:40:00","13(a)(16) Possession of Controlled Substance / 13(a)(33) Paraphernalia - Delivery or Intent to Deliver / 13(a)(30)* Delivery of Controlled Substance","19","October","Wednesday",0,"13(a)","13(a)"
"902",4884,24,"M","B","2017-01-21T16:50:00","13(a)(16) Possession of Controlled Substance / 13(a)(30) Possession w/ Intent to Del. Controlled Substance / 13(a)(31) Marijuana: Possession Small Amount","16","January","Saturday",0,"13(a)","13(a)"
"906",4046,28,"M","W","2016-12-25T21:06:00","3802(a)(1) DUI - General Impairment / 3802(b) DUI - High Rate of Alchol - BAC >=.10% <.16%","21","December","Sunday",0,"3802","38"
"908",4996,42,"M","W","2017-01-29T23:45:00","3802(a)(1) DUI - General Impairment / 3802(b) DUI - High Rate of Alchol - BAC >=.10% <.16%","23","January","Sunday",0,"3802","38"
"911",3911,25,"M","W","2016-12-21T18:30:00","13(a)(32) Paraphernalia - Use or Possession","18","December","Wednesday",0,"13(a)","13(a)"
"915",6377,35,"M","W","2017-03-04T16:08:00","13(a)(16) Possession of Controlled Substance","16","March","Saturday",0,"13(a)","13(a)"
