"","ID","AGE","GENDER","RACE","ArrestTime","OFFENSE","Hour","Month","Weekday","Teen"
"159",6478,28,"M","W","2017-03-11T17:50:00","2701 Simple Assault. / 13(a)(30) Possession w/ Intent to Del. Controlled Substance / 13(a)(32) Paraphernalia - Use or Possession","17","March","Saturday",0
"160",2097,37,"M","W","2016-10-17T14:00:00","3921 Theft by Unlawful Taking or Disposition.","14","October","Monday",0
"161",2247,35,"M","W","2016-10-25T13:00:00","2701 Simple Assault.","13","October","Tuesday",0
"162",4531,28,"M","B","2017-01-11T20:32:00","903 Criminal Conspiracy. / 4910 Tampering with or Fabricating Physical Evidence. / 5126 Flight to Avoid Apprehension, Trial or Punishment. / 6105(a)(1) Persons not to possess, use, manufacture, control, sell or transfer firearms: Former Convict enumerated in subsection (b) / 1543 Driving While Operating Privilege is Suspended or Revoked. / 13(a)(16) Possession of Controlled Substance / 13(a)(30) Possession w/ Intent to Del. Controlled Substance / 13(a)(31) Marijuana: Possession Small Amount / 4914 False Identification to Law Enforcement Authorities","20","January","Wednesday",0
"163",2108,46,"M","B","2016-11-02T11:47:00","2901 Kidnapping. / 2902 Unlawful Restraint. / 3502 Burglary. / 3701 Robbery.","11","November","Wednesday",0
"164",2110,18,"F","W","2016-10-30T03:40:00","3802(a)(1) DUI - General Impairment / 3802(c) DUI - Highest Rate of Alcohol - BAC >= .16%","3","October","Sunday",1
"165",3173,70,"M","B","2016-11-18T23:31:00","2701 Simple Assault.","23","November","Friday",0
"166",4158,34,"M","W","2017-01-06T13:24:00","9015 Failure To Appear/Arrest on Attachment Order","13","January","Friday",0
"167",4159,49,"M","B","2017-01-14T18:00:00","2701(a)(1) Simple Assault - Intent., Know., Reckless.Cause Bod. Injury","18","January","Saturday",0
"168",4532,56,"F","B","2017-01-11T20:32:00","903 Criminal Conspiracy. / 4910 Tampering with or Fabricating Physical Evidence. / 5126 Flight to Avoid Apprehension, Trial or Punishment. / 6105(a)(1) Persons not to possess, use, manufacture, control, sell or transfer firearms: Former Convict enumerated in subsection (b) / 1543 Driving While Operating Privilege is Suspended or Revoked. / 13(a)(16) Possession of Controlled Substance / 13(a)(30) Possession w/ Intent to Del. Controlled Substance / 13(a)(31) Marijuana: Possession Small Amount / 4914 False Identification to Law Enforcement Authorities","20","January","Wednesday",0
"169",4542,28,"M","O","2017-01-11T22:38:00","4910 Tampering with or Fabricating Physical Evidence. / 3323 Stop Signs and Yield Signs. / 13(a)(16) Possession of Controlled Substance / 13(a)(32) Paraphernalia - Use or Possession","22","January","Wednesday",0
"170",95,21,"M","B","2016-08-29T23:30:00","13(a)(16) Possession of Controlled Substance / 13(a)(30) Possession w/ Intent to Del. Controlled Substance / 13(a)(31) Marijuana: Possession Small Amount","23","August","Monday",1
"171",1780,53,"M","B","2016-10-03T15:59:00","3929 Retail Theft. / 13(a)(32) Paraphernalia - Use or Possession","15","October","Monday",0
"172",2113,37,"F","W","2016-10-20T00:39:00","13(a)(32) Paraphernalia - Use or Possession / 4304(a)(1) Enhanced Endangering Welfare of Children - Course of Conduct","0","October","Thursday",0
"173",6482,25,"M","B","2017-03-11T22:19:00","2701 Simple Assault.","22","March","Saturday",0
"174",3912,37,"F","W","2017-01-04T03:50:00","3743 Accidents Involving Damage to Attended Veh. or Property","3","January","Wednesday",0
"175",4160,45,"M","W","2017-01-14T00:00:00","3502 Burglary.","0","January","Saturday",0
"176",6702,35,"M","B","2017-03-23T01:00:00","2701 Simple Assault. / 3921 Theft by Unlawful Taking or Disposition. / 4952 Intimidation of Witnesses or Victims / 2718(a)(1) Strangulation - Applying Pressure to the Throat or Neck","1","March","Thursday",0
"177",4551,33,"F","W","2017-01-11T16:50:00","4910 Tampering with or Fabricating Physical Evidence. / 3323 Stop Signs and Yield Signs. / 3334 Turning Movements and Required Signals. / 13(a)(16) Possession of Controlled Substance / 4914(A) False Identification to Law Enforcement","16","January","Wednesday",0
"178",4172,32,"M","B","2017-01-14T16:30:00","2706 Terroristic Threats. / 2709(a)(4) Harassment Communicates Prohibited Acts","16","January","Saturday",0
"179",2266,61,"M","B","2016-10-23T10:56:00","4910 Tampering with or Fabricating Physical Evidence. / 13(a)(16) Possession of Controlled Substance","10","October","Sunday",0
"180",4170,28,"F","B","2017-01-09T16:00:00","3304 Criminal Mischief.","16","January","Monday",0
"181",4554,32,"F","B","2017-01-12T01:33:00","2706 Terroristic Threats. / 5104 Resisting Arrest or Other Law Enforcement. / 5505 Public Drunkenness / 5503(a)(2) DISORDERLY CONDUCT - UNREASONABLE NOISE","1","January","Thursday",0
"182",2121,52,"M","B","2016-10-15T15:44:00","907 Possessing Instruments of Crime. / 2702 Aggravated Assault. / 13(a)(16) Possession of Controlled Substance / 13(a)(31) Marijuana: Possession Small Amount","15","October","Saturday",0
"183",3646,23,"F","W","2016-12-14T18:17:00","2701 Simple Assault.","18","December","Wednesday",0
"184",4556,46,"M","B","2017-01-13T20:00:00","3925 Receiving Stolen Property. / 1543 Driving While Operating Privilege is Suspended or Revoked. / 4303 General Lighting Requirements. / 3921(a) Theft by Unlawful Taking or Disposition - Movable item","20","January","Friday",0
"185",6713,38,"M","W","2017-03-22T17:35:00","4106 Access Device Fraud / 4120 Identity Theft","17","March","Wednesday",0
"186",4174,20,"F","B","2016-12-31T14:10:00","2701 Simple Assault.","14","December","Saturday",1
"187",4178,59,"F","W","2016-12-31T01:15:00","4303 General Lighting Requirements. / 3802(a)(1) DUI - General Impairment","1","December","Saturday",0
"188",3927,30,"M","B","2017-01-09T16:12:00","3925 Receiving Stolen Property. / 7122 Altered, Forged or Counterfeit Documents and Plates","16","January","Monday",0
"189",4940,52,"F","B","2017-01-23T00:46:00","2701 Simple Assault.","0","January","Monday",0
"190",1948,30,"M","B","2016-10-25T18:20:00","3701 Robbery.","18","October","Tuesday",0
"191",2216,43,"M","B","2016-10-21T06:09:00","903 Criminal Conspiracy. / 13(a)(16) Possession of Controlled Substance / 13(a)(30) Possession w/ Intent to Del. Controlled Substance","6","October","Friday",0
"192",6716,16,"M","B","2017-03-23T15:45:00","903 Criminal Conspiracy. / 3701 Robbery.","15","March","Thursday",1
"193",1799,18,"M","B","2016-10-08T20:20:00","3925 Receiving Stolen Property. / 5104 Resisting Arrest or Other Law Enforcement. / 5121 Escape. / 1501 Drivers Required to be Licensed.","20","October","Saturday",1
"194",4183,36,"M","B","2016-12-31T05:05:00","3304 Criminal Mischief. / 5505 Public Drunkenness / 3503.B1I DEF. TRESPASS ACTUAL COMMUNICATION","5","December","Saturday",0
"195",4559,58,"M","W","2017-01-12T03:05:00","3304 Criminal Mischief. / 1543 Driving While Operating Privilege is Suspended or Revoked. / 3745 Accidents Involving Damage to Unattended Veh.or Prop. / 3802(a)(1) DUI - General Impairment / 3802(b) DUI - High Rate of Alchol - BAC >=.10% <.16%","3","January","Thursday",0
"196",4572,15,"M","H","2017-01-20T15:32:00","5503 Disorderly Conduct.","15","January","Friday",1
"197",6719,29,"F","B","2017-03-23T13:00:00","903 Criminal Conspiracy. / 3502 Burglary. / 3921 Theft by Unlawful Taking or Disposition.","13","March","Thursday",0
"198",6724,36,"M","B","2017-03-19T00:20:00","3304 Criminal Mischief. / 1543 Driving While Operating Privilege is Suspended or Revoked. / 3736 Reckless Driving / 3743 Accidents Involving Damage to Attended Veh. or Property / 3802(a)(1) DUI - General Impairment","0","March","Sunday",0
"199",2127,33,"F","W","2016-10-16T17:55:00","5505 Public Drunkenness / 601.08(a) Alcohol or Liquor Consumption on Streets or Sidewalks / 13(a)(31) Marijuana: Possession Small Amount","17","October","Sunday",0
"200",2129,20,"M","B","2016-10-18T13:26:00","9501 Bench Warrant","13","October","Tuesday",1
"201",4577,69,"M","W","2017-01-13T23:16:00","5503 Disorderly Conduct. / 5505 Public Drunkenness","23","January","Friday",0
"202",4193,21,"M","W","2017-01-01T00:58:00","5104 Resisting Arrest or Other Law Enforcement. / 5503(a)(1) DISORDERLY CONDUCT - ENGAGE IN FIGHTING","0","January","Sunday",1
"203",4578,49,"M","W","2017-01-15T00:39:00","2702 Aggravated Assault.","0","January","Sunday",0
"204",6484,25,"M","W","2017-03-11T23:19:00","5101 Obstructing Admin. of Law  / 5503 Disorderly Conduct. / 5505 Public Drunkenness / 601.12 Interference with Official Duties / 5507(a) Obstructing highway, railroad or public passage","23","March","Saturday",0
"205",2218,20,"M","B","2016-10-18T20:20:00","4910 Tampering with or Fabricating Physical Evidence. / 5104 Resisting Arrest or Other Law Enforcement. / 5121 Escape. / 13(a)(16) Possession of Controlled Substance / 13(a)(30) Possession w/ Intent to Del. Controlled Substance / 7512 Criminal Use of Communication","20","October","Tuesday",1
"206",3938,32,"F","B","2016-12-22T16:23:00","4106 Access Device Fraud / 3926.C1 THEFT OF SERVICES","16","December","Thursday",0
"207",4196,36,"M","B","2017-01-01T00:47:00","5505 Public Drunkenness / 5503(a)(1) DISORDERLY CONDUCT - ENGAGE IN FIGHTING","0","January","Sunday",0
"208",4533,29,"M","B","2017-01-16T14:41:00","13(a)(31) Marijuana: Possession Small Amount","14","January","Monday",0
"209",5612,43,"M","W","2017-02-17T15:30:00","9501 Bench Warrant / 3929(a)(1) Retail Theft; takes possession of, carries away, or transfers displayed merchandise","15","February","Friday",0
"210",6727,45,"M","B","2017-03-19T04:15:00","3802(a)(1) DUI - General Impairment / 3802(b) DUI - High Rate of Alchol - BAC >=.10% <.16%","4","March","Sunday",0
"211",6157,33,"M","W","2017-03-02T15:47:00","13(a)(16) Possession of Controlled Substance / 13(a)(32) Paraphernalia - Use or Possession / 13(a)(31) Marijuana: Possession Small Amount","15","March","Thursday",0
"212",1802,51,"F","B","2016-10-07T14:30:00","4910 Tampering with or Fabricating Physical Evidence. / 13(a)(32) Paraphernalia - Use or Possession / 13(a)(31) Marijuana: Possession Small Amount","14","October","Friday",0
"213",6233,36,"M","W","2017-03-03T18:30:00","1543 Driving While Operating Privilege is Suspended or Revoked. / 13(a)(16) Possession of Controlled Substance / 13(a)(32) Paraphernalia - Use or Possession","18","March","Friday",0
"214",2154,50,"M","B","2016-10-26T12:10:00","2705 Recklessy Endangering Another Person. / 2706 Terroristic Threats. / 3502 Burglary. / 2701(a)(3) Simple Assault - Attempts by Physical Menace ","12","October","Wednesday",0
"215",1261,29,"M","B","2016-08-20T18:35:00","2701 Simple Assault.","18","August","Saturday",0
"216",4199,22,"F","B","2017-01-01T02:05:00","2701 Simple Assault. / 5104 Resisting Arrest or Other Law Enforcement. / 5505 Public Drunkenness / 3503.B1I DEF. TRESPASS ACTUAL COMMUNICATION","2","January","Sunday",0
"217",3956,42,"M","W","2016-12-23T19:56:00","3925 Receiving Stolen Property. / 3928 Unauthorized Use of Automobile and Other Vehicles. / 13(a)(16) Possession of Controlled Substance / 13(a)(32) Paraphernalia - Use or Possession / 9094 Recovered Stolen Vehicle (OUTSIDE CITY)","19","December","Friday",0
"218",4580,27,"M","H","2017-01-01T09:45:00","1501 Drivers Required to be Licensed. / 1786 Required Financial Responsibility. / 3736 Reckless Driving / 3745 Accidents Involving Damage to Unattended Veh.or Prop. / 3746 Immediate Notice of Accident to Police Department / 3802(a)(1) DUI - General Impairment / 3802(c) DUI - Highest Rate of Alcohol - BAC >= .16%","9","January","Sunday",0
"219",2155,42,"M","B","2016-10-26T03:10:00","1786 Required Financial Responsibility. / 3802(a)(1) DUI - General Impairment / 3802(c) DUI - Highest Rate of Alcohol - BAC >= .16%","3","October","Wednesday",0
"220",4224,45,"F","W","2017-01-07T13:07:00","3922 Theft by Deception. / 4101 Forgery. / 4104 Tampering with Records or Identification. / 4106 Access Device Fraud / 4105(a)(1) Bad Checks / 7611 Unlawful Use of Computer","13","January","Saturday",0
"221",2162,55,"F","W","2016-10-21T20:00:00","3802(a)(1) DUI - General Impairment","20","October","Friday",0
"222",3966,44,"F","B","2016-12-29T21:22:00","2701(b)(2) Simple Assault -  Child Under 12 / Adult 21 Or Older","21","December","Thursday",0
"223",4586,57,"M","B","2017-01-25T19:20:00","3304 Criminal Mischief. / 3934 Theft from Vehicle","19","January","Wednesday",0
"224",4591,46,"M","B","2017-01-25T16:00:00","3921 Theft by Unlawful Taking or Disposition.","16","January","Wednesday",0
"225",4225,38,"M","W","2017-01-03T22:55:00","3112 Traffic-Control Signals. / 4303 General Lighting Requirements. / 13(a)(32) Paraphernalia - Use or Possession / 13(a)(31) Marijuana: Possession Small Amount","22","January","Tuesday",0
"226",4228,57,"M","B","2017-01-18T15:00:00","3934 Theft from Vehicle / 3304(a)(5) CRIMINAL MISCHIEF - Intentionally Damages Real Or Personal Property Of Another","15","January","Wednesday",0
"227",4537,21,"M","B","2017-01-11T20:45:00","1543 Driving While Operating Privilege is Suspended or Revoked. / 3323 Stop Signs and Yield Signs. / 13(a)(31) Marijuana: Possession Small Amount","20","January","Wednesday",1
"228",2221,71,"M","B","2016-10-18T22:50:00","2701(a)(1) Simple Assault - Intent., Know., Reckless.Cause Bod. Injury","22","October","Tuesday",0
"229",4594,61,"M","B","2017-01-25T17:30:00","9015 Failure To Appear/Arrest on Attachment Order","17","January","Wednesday",0
"230",6166,26,"M","W","2017-03-01T14:20:00","5505 Public Drunkenness / 13(a)(32) Paraphernalia - Use or Possession / 9501 Bench Warrant","14","March","Wednesday",0
"231",6524,35,"M","B","2017-03-15T00:05:00","2701 Simple Assault. / 2706 Terroristic Threats. / 3701 Robbery. / 2718(a)(1) Strangulation - Applying Pressure to the Throat or Neck","0","March","Wednesday",0
"232",1856,35,"M","W","2016-10-06T16:39:00","4910 Tampering with or Fabricating Physical Evidence. / 13(a)(16) Possession of Controlled Substance / 13(a)(30) Possession w/ Intent to Del. Controlled Substance","16","October","Thursday",0
"233",4236,30,"M","W","2017-01-18T05:20:00","2705 Recklessy Endangering Another Person. / 4304(a)(1) Endangering Welfare of Children. / 2701(a)(1) Simple Assault - Intent., Know., Reckless.Cause Bod. Injury / 2701(b)(2) Simple Assault -  Child Under 12 / Adult 21 Or Older / 2709(a)(1) Harassment by Physical Contact, or Attempts or Threats","5","January","Wednesday",0
"234",4243,43,"M","B","2017-01-18T18:00:00","4915 Failure to Comply with Megans Law","18","January","Wednesday",0
"235",2166,18,"M","O","2016-10-21T01:10:00","3503(b)(1)(i) Actual Communication","1","October","Friday",1
"236",3992,13,"M","W","2016-12-31T16:30:00","2701 Simple Assault.","16","December","Saturday",1
"237",4245,29,"M","B","2017-01-17T11:30:00","3714 Careless Driving / 3802(a)(1) DUI - General Impairment / 3802(c) DUI - Highest Rate of Alcohol - BAC >= .16%","11","January","Tuesday",0
"238",6738,24,"M","B","2017-03-23T14:20:00","903 Criminal Conspiracy. / 1501 Drivers Required to be Licensed. / 13(a)(16) Possession of Controlled Substance / 13(a)(30) Possession w/ Intent to Del. Controlled Substance / 13(a)(32) Paraphernalia - Use or Possession / 13(a)(31) Marijuana: Possession Small Amount","14","March","Thursday",0
"239",4248,57,"M","B","2017-01-18T15:00:00","3304 Criminal Mischief. / 3934 Theft from Vehicle","15","January","Wednesday",0
"240",6610,40,"M","B","2017-03-17T14:00:00","6105(a)(1) Persons not to possess, use, manufacture, control, sell or transfer firearms: Former Convict enumerated in subsection (b)","14","March","Friday",0
"241",2293,20,"F","A","2016-10-24T14:15:00","3925 Receiving Stolen Property.","14","October","Monday",1
"242",3999,14,"M","O","2016-12-29T12:32:00","2701 Simple Assault.","12","December","Thursday",1
"243",6176,34,"M","B","2017-03-04T02:57:00","9501 Bench Warrant","2","March","Saturday",0
"244",1857,25,"F","W","2016-10-06T16:39:00","13(a)(32) Paraphernalia - Use or Possession / 13(a)(31) Marijuana: Possession Small Amount","16","October","Thursday",0
"245",1858,25,"M","W","2016-10-06T16:39:00","3334 Turning Movements and Required Signals. / 3702 Limitations on Backing. / 13(a)(32) Paraphernalia - Use or Possession","16","October","Thursday",0
"246",6525,24,"M","B","2017-03-14T14:55:00","9015 Failure To Appear/Arrest on Attachment Order / 9093 Indirect Criminal Contempt","14","March","Tuesday",0
"247",2186,25,"F","B","2016-10-24T14:35:00","3929 Retail Theft.","14","October","Monday",0
"248",4601,54,"M","W","2017-01-12T18:30:00","3802(a)(1) DUI - General Impairment / 3802(c) DUI - Highest Rate of Alcohol - BAC >= .16%","18","January","Thursday",0
"249",4607,52,"M","W","2017-01-14T01:31:00","3735.1 Aggravated Assault While DUI / 3802(a)(1) DUI - General Impairment / 3802(b) DUI - High Rate of Alchol - BAC >=.10% <.16%","1","January","Saturday",0
"250",4613,22,"M","B","2017-01-17T14:39:00","3503(b)(1)(ii) Defiant Trespass Notice Posted by Sign(s)","14","January","Tuesday",0
"251",4614,27,"M","W","2017-01-17T15:07:00","9501 Bench Warrant","15","January","Tuesday",0
"252",6247,28,"M","B","2017-03-08T02:20:00","2701 Simple Assault. / 2706 Terroristic Threats.","2","March","Wednesday",0
